項次,公司中文全名,型號,冷氣季節性能因數CSPF標示值,能源效率等級,額定冷氣能力標示值(kW),額定冷氣能力消耗電功率標示值(kW),冷氣機機組構成方式
4869,萬士益冷氣股份有限公司,MAS-41MV,5.34,1,4.10,1.02,一對一分離式
4870,萬士益冷氣股份有限公司,UA2-2828VH,5.34,1,5.60,1.45,多管型固定組合分離式
4871,萬士益冷氣股份有限公司,MUA-112V,5.04,1,11.20,3.25,一對一分離式
4872,萬士益冷氣股份有限公司,MA2-7272V,5.04,1,14.40,3.90,多管型固定組合分離式
4873,萬士益冷氣股份有限公司,HL2-2850V,5.12,1,7.80,2.05,多管型固定組合分離式
4874,萬士益冷氣股份有限公司,MFS-90MV,5.12,1,9.00,2.25,一對一分離式
4875,萬士益冷氣股份有限公司,MHL-3632MV,5.94,1,3.60,0.79,一對一分離式
4876,萬士益冷氣股份有限公司,MUA-7232MV,5.20,1,7.50,2.20,一對一分離式
4877,萬士益冷氣股份有限公司,MUA-140VH,5.04,1,14.00,4.40,一對一分離式
4878,萬士益冷氣股份有限公司,MUA-28V,5.94,1,2.80,0.65,一對一分離式
4879,萬士益冷氣股份有限公司,MHL-28V,5.94,1,2.80,0.65,一對一分離式
4880,萬士益冷氣股份有限公司,MHL-72V,5.12,1,7.20,2.00,一對一分離式
4881,萬士益冷氣股份有限公司,MHL-23HV32,5.94,1,2.30,0.54,一對一分離式
4882,萬士益冷氣股份有限公司,MFS-28HV32,5.94,1,2.80,0.65,一對一分離式
4883,萬士益冷氣股份有限公司,MHL-90HV32,5.12,1,9.00,2.61,一對一分離式
4884,萬士益冷氣股份有限公司,MHL-28MVH,5.94,1,2.80,0.64,一對一分離式
4885,萬士益冷氣股份有限公司,MKA-41MVH,5.34,1,4.20,0.98,一對一分離式
4886,萬士益冷氣股份有限公司,HL2-2836VH,5.34,1,6.40,1.86,多管型固定組合分離式
4887,萬士益冷氣股份有限公司,FS2-2850VH,5.12,1,7.80,2.05,多管型固定組合分離式
4888,萬士益冷氣股份有限公司,FS2-2850V,5.12,1,7.80,2.05,多管型固定組合分離式
4889,萬士益冷氣股份有限公司,MA2-2872V,5.04,1,10.10,2.75,多管型固定組合分離式
4890,萬士益冷氣股份有限公司,MHL-23MV,5.94,1,2.30,0.50,一對一分離式
4891,萬士益冷氣股份有限公司,MUA-5032MV,5.70,1,5.30,1.28,一對一分離式
4892,萬士益冷氣股份有限公司,MAS-8532MV,5.12,1,8.50,2.33,一對一分離式
4893,萬士益冷氣股份有限公司,MKA-85MVH,5.12,1,8.50,2.52,一對一分離式
4894,萬士益冷氣股份有限公司,MAS-72VH,5.12,1,7.20,2.00,一對一分離式
4895,萬士益冷氣股份有限公司,MUA-72V,5.12,1,7.20,2.00,一對一分離式
4896,萬士益冷氣股份有限公司,MHL-72MVH,5.12,1,7.30,2.05,一對一分離式
4897,萬士益冷氣股份有限公司,MKA-28VH,5.94,1,2.80,0.65,一對一分離式
4898,萬士益冷氣股份有限公司,MFS-72V,5.12,1,7.20,2.00,一對一分離式
4899,萬士益冷氣股份有限公司,MFS-140VH,5.04,1,14.00,4.40,一對一分離式
4900,萬士益冷氣股份有限公司,MKA-140VH,5.04,1,14.00,4.40,一對一分離式
4901,萬士益冷氣股份有限公司,UA2-2841VH,5.34,1,6.90,1.90,多管型固定組合分離式
4902,萬士益冷氣股份有限公司,MRV-160SD,5.04,1,15.50,4.80,幹管型系列組合分離式
4903,萬士益冷氣股份有限公司,MHL-7232MV,5.20,1,7.50,2.20,一對一分離式
4904,萬士益冷氣股份有限公司,MKA-28HV32,5.94,1,2.80,0.65,一對一分離式
4905,萬士益冷氣股份有限公司,MKA-85HV32,5.12,1,8.50,2.52,一對一分離式
4906,萬士益冷氣股份有限公司,MRV-335HMD4,5.03,1,33.50,10.50,幹管型系列組合分離式
4907,萬士益冷氣股份有限公司,MAS-85MV,5.12,1,8.50,2.20,一對一分離式
4908,萬士益冷氣股份有限公司,MKA-7232MV,5.20,1,7.50,2.20,一對一分離式
4909,萬士益冷氣股份有限公司,MHL-36MVH,5.94,1,3.60,0.87,一對一分離式
4910,萬士益冷氣股份有限公司,MHL-140VH,5.04,1,14.00,4.40,一對一分離式
4911,萬士益冷氣股份有限公司,MAS-140V,5.04,1,14.00,4.40,一對一分離式
4912,萬士益冷氣股份有限公司,MKA-112V,5.04,1,11.20,3.25,一對一分離式
4913,萬士益冷氣股份有限公司,KA2-5050VH,5.04,1,10.10,2.75,多管型固定組合分離式
4914,萬士益冷氣股份有限公司,KA2-2841VH,5.34,1,6.90,1.90,多管型固定組合分離式
4915,萬士益冷氣股份有限公司,MFS-41MV,5.34,1,4.10,1.02,一對一分離式
4916,萬士益冷氣股份有限公司,MKA-50HV32,5.70,1,5.30,1.28,一對一分離式
4917,萬士益冷氣股份有限公司,MAS-80HV32,5.12,1,8.00,2.08,一對一分離式
4918,萬士益冷氣股份有限公司,MUA-36VH,5.94,1,3.60,0.85,一對一分離式
4919,萬士益冷氣股份有限公司,MFS-36VH,5.94,1,3.60,0.85,一對一分離式
4920,萬士益冷氣股份有限公司,KA2-2872VH,5.04,1,10.10,2.75,多管型固定組合分離式
4921,萬士益冷氣股份有限公司,UA2-2850VH,5.12,1,7.80,2.05,多管型固定組合分離式
4922,萬士益冷氣股份有限公司,HL2-5050V,5.04,1,10.10,2.75,多管型固定組合分離式
4923,萬士益冷氣股份有限公司,MHL-90V,5.12,1,9.00,2.44,一對一分離式
4924,萬士益冷氣股份有限公司,MKA-41MV,5.34,1,4.10,1.02,一對一分離式
4925,萬士益冷氣股份有限公司,MAS-23MV,5.94,1,2.30,0.50,一對一分離式
4926,萬士益冷氣股份有限公司,MUA-28MV,5.94,1,2.80,0.65,一對一分離式
4927,萬士益冷氣股份有限公司,MAS-50MV,5.34,1,5.00,1.27,一對一分離式
4928,萬士益冷氣股份有限公司,MKA-28V,5.94,1,2.80,0.65,一對一分離式
4929,萬士益冷氣股份有限公司,MUA-90MVH,5.12,1,9.00,2.61,一對一分離式
4930,萬士益冷氣股份有限公司,MAS-3632MV,5.94,1,3.60,0.79,一對一分離式
4931,萬士益冷氣股份有限公司,MAS-50HV32,5.70,1,5.30,1.28,一對一分離式
4932,萬士益冷氣股份有限公司,MKA-9032MV,5.12,1,9.00,2.45,一對一分離式
4933,萬士益冷氣股份有限公司,MAS-28MVH,5.94,1,2.80,0.64,一對一分離式
4934,萬士益冷氣股份有限公司,MHL-90VH,5.12,1,9.00,2.44,一對一分離式
4935,萬士益冷氣股份有限公司,MKA-112VH,5.04,1,11.20,3.25,一對一分離式
4936,萬士益冷氣股份有限公司,MRV-130HMD,5.03,1,13.00,4.43,多管型系列組合分離式
4937,萬士益冷氣股份有限公司,UA2-5050V,5.04,1,10.10,2.75,多管型固定組合分離式
4938,萬士益冷氣股份有限公司,UA2-7272VH,5.04,1,14.40,3.90,多管型固定組合分離式
4939,萬士益冷氣股份有限公司,MFS-9032MV,5.12,1,9.00,2.45,一對一分離式
4940,萬士益冷氣股份有限公司,MUA-8532MV,5.12,1,8.50,2.33,一對一分離式
4941,萬士益冷氣股份有限公司,MHL-4132MV,5.34,1,4.20,1.15,一對一分離式
4942,萬士益冷氣股份有限公司,MHL-36V,5.94,1,3.60,0.85,一對一分離式
4943,萬士益冷氣股份有限公司,MUA-36V,5.94,1,3.60,0.85,一對一分離式
4944,萬士益冷氣股份有限公司,MAS-41V,5.34,1,4.10,1.03,一對一分離式
4945,萬士益冷氣股份有限公司,MHL-41V,5.34,1,4.10,1.03,一對一分離式
4946,萬士益冷氣股份有限公司,UA2-2872VH,5.04,1,10.10,2.75,多管型固定組合分離式
4947,萬士益冷氣股份有限公司,MA2-4141VH,5.12,1,8.20,2.30,多管型固定組合分離式
4948,萬士益冷氣股份有限公司,HL2-4141VH,5.12,1,8.20,2.30,多管型固定組合分離式
4949,萬士益冷氣股份有限公司,MAS-28MV,5.94,1,2.80,0.65,一對一分離式
4950,萬士益冷氣股份有限公司,MFS-72MV,5.12,1,7.20,1.87,一對一分離式
4951,萬士益冷氣股份有限公司,MHL-85MV,5.12,1,8.50,2.20,一對一分離式
4952,萬士益冷氣股份有限公司,MHL-28VH,5.94,1,2.80,0.65,一對一分離式
4953,萬士益冷氣股份有限公司,MFS-28VH,5.94,1,2.80,0.65,一對一分離式
4954,萬士益冷氣股份有限公司,MFS-50V,5.34,1,5.00,1.30,一對一分離式
4955,萬士益冷氣股份有限公司,MUA-90HV32,5.12,1,9.00,2.61,一對一分離式
4956,萬士益冷氣股份有限公司,MKA-23HV32,5.94,1,2.30,0.54,一對一分離式
4957,萬士益冷氣股份有限公司,MHL-50MVH,5.34,1,5.20,1.28,一對一分離式
4958,萬士益冷氣股份有限公司,MAS-112V,5.04,1,11.20,3.25,一對一分離式
4959,萬士益冷氣股份有限公司,MAS-85VH,5.12,1,8.50,2.34,一對一分離式
4960,萬士益冷氣股份有限公司,KA2-5050V,5.04,1,10.10,2.75,多管型固定組合分離式
4961,萬士益冷氣股份有限公司,MAS-28V,5.94,1,2.80,0.65,一對一分離式
4962,萬士益冷氣股份有限公司,MUA-50VH,5.34,1,5.00,1.30,一對一分離式
4963,萬士益冷氣股份有限公司,MHL-85HV32,5.12,1,8.50,2.52,一對一分離式
4964,萬士益冷氣股份有限公司,MKA-41HV32,5.34,1,4.20,1.00,一對一分離式
4965,萬士益冷氣股份有限公司,HL2-2828V,5.34,1,5.60,1.45,多管型固定組合分離式
4966,萬士益冷氣股份有限公司,MA2-5050VH,5.04,1,10.10,2.75,多管型固定組合分離式
4967,萬士益冷氣股份有限公司,MKA-72MV,5.12,1,7.20,1.87,一對一分離式
4968,萬士益冷氣股份有限公司,MKA-90MV,5.12,1,9.00,2.25,一對一分離式
4969,萬士益冷氣股份有限公司,MAS-90MVH,5.12,1,9.00,2.61,一對一分離式
4970,萬士益冷氣股份有限公司,MHL-8532MV,5.12,1,8.50,2.33,一對一分離式
4971,萬士益冷氣股份有限公司,MAS-2332MV,5.94,1,2.30,0.50,一對一分離式
4972,萬士益冷氣股份有限公司,MUA-2832MV,5.94,1,2.80,0.64,一對一分離式
4973,萬士益冷氣股份有限公司,MUA-72VH,5.12,1,7.20,2.00,一對一分離式
4974,萬士益冷氣股份有限公司,KA2-4141VH,5.12,1,8.20,2.30,多管型固定組合分離式
4975,萬士益冷氣股份有限公司,UA2-2841V,5.34,1,6.90,1.90,多管型固定組合分離式
4976,萬士益冷氣股份有限公司,FS2-2872VH,5.04,1,10.10,2.75,多管型固定組合分離式
4977,萬士益冷氣股份有限公司,HL2-5050VH,5.04,1,10.10,2.75,多管型固定組合分離式
4978,萬士益冷氣股份有限公司,MUA-85MV,5.12,1,8.50,2.20,一對一分離式
4979,萬士益冷氣股份有限公司,MAS-7232MV,5.20,1,7.50,2.20,一對一分離式
4980,萬士益冷氣股份有限公司,MKA-72HV32,5.20,1,7.50,2.20,一對一分離式
4981,萬士益冷氣股份有限公司,MHL-90MVH,5.12,1,9.00,2.61,一對一分離式
4982,萬士益冷氣股份有限公司,MHL-41VH,5.34,1,4.10,1.03,一對一分離式
4983,萬士益冷氣股份有限公司,MUA-23HV32,5.94,1,2.30,0.54,一對一分離式
4984,萬士益冷氣股份有限公司,MUA-41HV32,5.34,1,4.20,1.00,一對一分離式
4985,萬士益冷氣股份有限公司,MHL-41MVH,5.34,1,4.20,0.98,一對一分離式
4986,萬士益冷氣股份有限公司,MAS-90VH,5.12,1,9.00,2.44,一對一分離式
4987,萬士益冷氣股份有限公司,MFS-85VH,5.12,1,8.50,2.34,一對一分離式
4988,萬士益冷氣股份有限公司,MHL-85V,5.12,1,9.03,2.34,一對一分離式
4989,萬士益冷氣股份有限公司,MFS-112VH,5.04,1,11.20,3.25,一對一分離式
4990,萬士益冷氣股份有限公司,UA2-7272V,5.04,1,14.40,3.90,多管型固定組合分離式
4991,萬士益冷氣股份有限公司,KA2-2828VH,5.34,1,5.60,1.45,多管型固定組合分離式
4992,萬士益冷氣股份有限公司,KA2-2836VH,5.34,1,6.40,1.86,多管型固定組合分離式
4993,萬士益冷氣股份有限公司,MKA-50VH,5.34,1,5.00,1.30,一對一分離式
4994,萬士益冷氣股份有限公司,MAS-85HV32,5.12,1,8.50,2.52,一對一分離式
4995,萬士益冷氣股份有限公司,MRV-085HMD,5.11,1,8.50,2.21,多管型系列組合分離式
4996,萬士益冷氣股份有限公司,MFS-90VH,5.12,1,9.00,2.44,一對一分離式
4997,萬士益冷氣股份有限公司,MFS-112V,5.04,1,11.20,3.25,一對一分離式
4998,萬士益冷氣股份有限公司,UA2-2836V,5.34,1,6.40,1.86,多管型固定組合分離式
4999,萬士益冷氣股份有限公司,HL2-2841V,5.34,1,6.90,1.90,多管型固定組合分離式
5000,萬士益冷氣股份有限公司,FS2-4141VH,5.12,1,8.20,2.30,多管型固定組合分離式
5001,萬士益冷氣股份有限公司,FS2-7272VH,5.04,1,14.40,3.90,多管型固定組合分離式
5002,萬士益冷氣股份有限公司,MFS-50MV,5.34,1,5.00,1.27,一對一分離式
5003,萬士益冷氣股份有限公司,MKA-5032MV,5.70,1,5.30,1.28,一對一分離式
5004,萬士益冷氣股份有限公司,MUA-2332MV,5.94,1,2.30,0.50,一對一分離式
5005,萬士益冷氣股份有限公司,MFS-85HV32,5.12,1,8.50,2.52,一對一分離式
5006,萬士益冷氣股份有限公司,MKA-50MVH,5.34,1,5.20,1.28,一對一分離式
5007,萬士益冷氣股份有限公司,KA2-2836V,5.34,1,6.40,1.86,多管型固定組合分離式
5008,萬士益冷氣股份有限公司,MHL-36VH,5.94,1,3.60,0.85,一對一分離式
5009,萬士益冷氣股份有限公司,MUA-41V,5.34,1,4.10,1.03,一對一分離式
5010,萬士益冷氣股份有限公司,MUA-36HV32,5.94,1,3.60,0.87,一對一分離式
5011,萬士益冷氣股份有限公司,HL2-2872V,5.04,1,10.10,2.75,多管型固定組合分離式
5012,萬士益冷氣股份有限公司,MFS-36MV,5.94,1,3.60,0.82,一對一分離式
5013,萬士益冷氣股份有限公司,MUA-90MV,5.12,1,9.00,2.25,一對一分離式
5014,萬士益冷氣股份有限公司,MRV-280SD3,5.05,1,28.00,8.40,幹管型系列組合分離式
5015,萬士益冷氣股份有限公司,MRV-140SD,5.04,1,14.00,3.75,幹管型系列組合分離式
5016,萬士益冷氣股份有限公司,MHL-5032MV,5.70,1,5.30,1.28,一對一分離式
5017,萬士益冷氣股份有限公司,MHL-50HV32,5.70,1,5.30,1.28,一對一分離式
5018,萬士益冷氣股份有限公司,MFS-85MVH,5.12,1,8.50,2.52,一對一分離式
5019,萬士益冷氣股份有限公司,MFS-36MVH,5.94,1,3.60,0.87,一對一分離式
5020,萬士益冷氣股份有限公司,MUA-85V,5.12,1,8.50,2.40,一對一分離式
5021,萬士益冷氣股份有限公司,MKA-36MV,5.94,1,3.60,0.82,一對一分離式
5022,萬士益冷氣股份有限公司,MHL-112VH,5.04,1,11.20,3.25,一對一分離式
5023,萬士益冷氣股份有限公司,MFS-36HV32,5.94,1,3.60,0.87,一對一分離式
5024,萬士益冷氣股份有限公司,MAS-72V,5.12,1,7.20,2.00,一對一分離式
5025,萬士益冷氣股份有限公司,MAS-36V,5.94,1,3.60,0.85,一對一分離式
5026,萬士益冷氣股份有限公司,MKA-41V,5.34,1,4.10,1.03,一對一分離式
5027,萬士益冷氣股份有限公司,KA2-7272VH,5.04,1,14.40,3.90,多管型固定組合分離式
5028,萬士益冷氣股份有限公司,KA2-2850V,5.12,1,7.80,2.05,多管型固定組合分離式
5029,萬士益冷氣股份有限公司,MAS-41MVH,5.34,1,4.20,0.98,一對一分離式
5030,萬士益冷氣股份有限公司,UA2-2828V,5.34,1,5.60,1.45,多管型固定組合分離式
5031,萬士益冷氣股份有限公司,MA2-5050V,5.04,1,10.10,2.75,多管型固定組合分離式
5032,萬士益冷氣股份有限公司,MHL-50MV,5.34,1,5.00,1.27,一對一分離式
5033,萬士益冷氣股份有限公司,MUA-4132MV,5.34,1,4.20,1.15,一對一分離式
5034,萬士益冷氣股份有限公司,MFS-8532MV,5.12,1,8.50,2.33,一對一分離式
5035,萬士益冷氣股份有限公司,MAS-28VH,5.94,1,2.80,0.65,一對一分離式
5036,萬士益冷氣股份有限公司,MFS-36V,5.94,1,3.60,0.85,一對一分離式
5037,萬士益冷氣股份有限公司,MFS-50VH,5.34,1,5.00,1.30,一對一分離式
5038,萬士益冷氣股份有限公司,MKA-50V,5.34,1,5.00,1.30,一對一分離式
5039,萬士益冷氣股份有限公司,MUA-85MVH,5.12,1,8.50,2.52,一對一分離式
5040,萬士益冷氣股份有限公司,MRV-450HMD4,5.03,1,45.00,12.50,幹管型系列組合分離式
5041,萬士益冷氣股份有限公司,MKA-23MV,5.94,1,2.30,0.50,一對一分離式
5042,萬士益冷氣股份有限公司,MAS-112VH,5.04,1,11.20,3.25,一對一分離式
5043,萬士益冷氣股份有限公司,FS2-2836V,5.34,1,6.40,1.86,多管型固定組合分離式
5044,萬士益冷氣股份有限公司,HL2-2828VH,5.34,1,5.60,1.45,多管型固定組合分離式
5045,萬士益冷氣股份有限公司,UA2-4141VH,5.12,1,8.20,2.30,多管型固定組合分離式
5046,萬士益冷氣股份有限公司,MAS-72MV,5.12,1,7.20,1.87,一對一分離式
5047,萬士益冷氣股份有限公司,MFS-85MV,5.12,1,8.50,2.20,一對一分離式
5048,詮宏空調系統服務股份有限公司,4TTK512F11EF,5.93,1,3.60,0.93,一對一分離式
5049,詮宏空調系統服務股份有限公司,4TTK540F11EF,5.08,1,11.00,3.23,一對一分離式
5050,詮宏空調系統服務股份有限公司,4TTK522F11EF,5.36,1,6.30,1.75,一對一分離式
5051,詮宏空調系統服務股份有限公司,4TTK525F11EF,5.15,1,7.30,2.25,一對一分離式
5052,詮宏空調系統服務股份有限公司,4TTK508F11EF,5.93,1,2.20,0.56,一對一分離式
5053,詮宏空調系統服務股份有限公司,4TWK522F11EF,5.36,1,6.30,1.75,一對一分離式
5054,詮宏空調系統服務股份有限公司,4TWK518F11EF,5.38,1,5.00,1.40,一對一分離式
5055,詮宏空調系統服務股份有限公司,4TWK525F11EF,5.15,1,7.30,2.25,一對一分離式
5056,詮宏空調系統服務股份有限公司,4TWK512F11EF,5.93,1,3.60,0.93,一對一分離式
5057,詮宏空調系統服務股份有限公司,4TTK518F11EF,5.38,1,5.00,1.40,一對一分離式
5058,資訊家電器股份有限公司,GU-90VSC,5.15,1,9.00,2.75,一對一分離式
5059,資訊家電器股份有限公司,GU-61HSA,5.33,1,6.10,1.78,一對一分離式
5060,資訊家電器股份有限公司,GU-36HSA,5.95,1,3.60,0.98,一對一分離式
5061,資訊家電器股份有限公司,GU-61CSA,5.33,1,6.10,1.78,一對一分離式
5062,資訊家電器股份有限公司,GU-63VSH,5.36,1,6.30,1.75,一對一分離式
5063,資訊家電器股份有限公司,GW-50VSC,4.20,1,5.00,1.45,單體式
5064,資訊家電器股份有限公司,GU-41CSA,5.33,1,4.10,1.20,一對一分離式
5065,資訊家電器股份有限公司,GU-101HSA,5.03,1,10.10,3.40,一對一分離式
5066,資訊家電器股份有限公司,GU-50CSA,5.34,1,5.00,1.40,一對一分離式
5067,資訊家電器股份有限公司,GU-50HSA,5.34,1,5.00,1.40,一對一分離式
5068,資訊家電器股份有限公司,GW-50VSCL,4.16,1,5.00,1.56,單體式
5069,資訊家電器股份有限公司,GU-72CSA,5.11,1,7.20,2.27,一對一分離式
5070,資訊家電器股份有限公司,GU-22VSC,5.93,1,2.20,0.56,一對一分離式
5071,資訊家電器股份有限公司,GU-41HSA,5.33,1,4.10,1.20,一對一分離式
5072,資訊家電器股份有限公司,GU-73VSH,5.15,1,7.30,2.25,一對一分離式
5073,資訊家電器股份有限公司,GU-73VSC,5.15,1,7.30,2.25,一對一分離式
5074,資訊家電器股份有限公司,GU-110CSA,5.04,1,11.00,3.15,一對一分離式
5075,資訊家電器股份有限公司,GW-351CUBA,6.85,1,35.10,7.30,單體式
5076,資訊家電器股份有限公司,GU-80HSA,5.11,1,8.00,2.40,一對一分離式
5077,資訊家電器股份有限公司,GU-110VSC,5.08,1,11.00,3.23,一對一分離式
5078,資訊家電器股份有限公司,GU-29HSA,5.93,1,2.90,0.78,一對一分離式
5079,資訊家電器股份有限公司,GU-80CSA,5.11,1,8.00,2.40,一對一分離式
5080,資訊家電器股份有限公司,GU-72HSA,5.11,1,7.20,2.27,一對一分離式
5081,資訊家電器股份有限公司,GW-280CUBA,7.00,1,28.00,4.95,單體式
5082,資訊家電器股份有限公司,GW-41VSCR,4.18,1,4.10,1.25,單體式
5083,資訊家電器股份有限公司,GU-140VSC,5.04,1,14.00,4.00,一對一分離式
5084,資訊家電器股份有限公司,GU-63VSC,5.36,1,6.30,1.75,一對一分離式
5085,資訊家電器股份有限公司,GU-36VSC,5.93,1,3.60,0.93,一對一分離式
5086,資訊家電器股份有限公司,GU-101CSA,5.03,1,10.10,3.40,一對一分離式
5087,資訊家電器股份有限公司,GU-36CSA,5.95,1,3.60,0.98,一對一分離式
5088,資訊家電器股份有限公司,GU-29CSA,5.93,1,2.90,0.78,一對一分離式
5089,資訊家電器股份有限公司,GU-50VSH,5.38,1,5.00,1.40,一對一分離式
5090,資訊家電器股份有限公司,GU-50VSC,5.38,1,5.00,1.40,一對一分離式
5091,資訊家電器股份有限公司,GU-36VSH,5.93,1,3.60,0.93,一對一分離式
5092,資訊家電器股份有限公司,GW-29VSCR,4.44,1,2.90,0.84,單體式
5093,嘉利捷冷氣股份有限公司,CJC-28EVH,5.94,1,2.80,0.73,一對一分離式
5094,嘉利捷冷氣股份有限公司,CJC-80EVH1,5.12,1,8.00,2.35,一對一分離式
